ccpost_id,ccpageid,total_interactions,date,country,profile,facebook_url,post_url,post_text
51445232526972622,12346024,8539,2026-01-22,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1445232526972622,“We’ll get by with a little help from our friends” 🙏🏼 Taknemmelig for den støtte og opbakning Grønland og Kongeriget Danmark får fra vores venner og allierede 🇬🇱🇬🇧🇩🇰
1001361947095301166,12346024,11082,2025-10-06,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/100044576643050/posts/1361947095301166,"Jeg lægger i dag sidste hånd på den tale, jeg skal holde til Folketingets åbning i morgen✍🏼

Den kommer selvfølgelig til at handle om vores tid lige nu. Om sikkerhed og forsvar. Men også om velfærd. Folkeskolen og fødevarepriser. 

Og hvordan vi passer på noget af det fineste, vi har. Vores demokrati. 

God mandag til jer alle😊"
51445120476983827,12346024,47035,2026-01-22,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1445120476983827,"Kære alle Sikkerheden i Arktis er et anliggende for hele NATO-alliancen. Derfor er det godt og naturligt, at det også drøftes mellem NATOs generalsekretær og USA's præsident. Kongeriget Danmark har i lang tid arbejdet for, at NATO øger sit engagement i Arktis. Den danske regering har undervejs i hele forløbet koordineret vores indsats med Grønlands regering Naalakkersuisut. Vi har været i tæt dialog med NATO og jeg har selv talt med NATOs generalsekretær Mark Rutte løbende, herunder både forud for og efter hans møde med præsident Trump i Davos. NATO er fuldt ud bekendt med Kongeriget Danmarks position. Vi kan forhandle om alt politisk; sikkerhed, investeringer, økonomi. Men vi kan ikke forhandle om vores suverænitet. Jeg er blevet informeret om, at det heller ikke har været tilfældet. Og det er selvfølgelig kun Danmark og Grønland selv, der kan træffe afgørelser i spørgsmål vedrørende Danmark og Grønland. Kongeriget Danmark ønsker fortsat at indgå i en konstruktiv dialog med allierede om, hvordan vi kan styrke sikkerheden i Arktis, herunder USA's Golden Dome, forudsat at det sker med respekt for vores territoriale integritet. I dag er jeg i London og derefter i Bruxelles for at mødes med kolleger og drøfte situationen, vi står i. Sammenhold og samarbejde er det allervigtigste. Så jeg ser frem til dagen. God dag til jer alle."
51448744079954800,12346024,15189,2026-01-26,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1448744079954800,"Jeg er i Tyskland og hepper selvfølgelig på vores fantastiske håndboldherrer herfra bilen🇩🇰 .. efter en dag hvor vi landede en god aftale med netop tyskerne om Energiø Bornholm. Kæmpe projekt med elektricitet til millioner af danskere og tyskere. Europa skal være stærkere. Det er vi med til at sikre. Tak til Tyskland for en god aftale. I dag var vi venner. I aften står vi overfor hinanden, og jeg håber Danmark vinder😃🇩🇰"
1001363017465194129,12346024,3301,2025-10-07,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/100044576643050/posts/1363017465194129,"Jeg ved, de stigende fødevarepriser påvirker hverdagen for mange af jer. 

Her i min tale sætter jeg ord på, hvordan vi skaber lidt mere luft i jeres økonomi 🙏🏻"
51455557285940146,12346024,5222,2026-02-04,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1455557285940146,Snart præsenterer vi Lilleskolen på et pressemøde. Vi foreslår mindre klasser til de mindste børn. Se med kl. 13. Vi glæder os😊
51451632279665980,12346024,8891,2026-01-30,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1451632279665980,"Den her uge har der været talt meget om fødevarecheck og fødevaremoms. Vigtige aftaler, der skal skabe mere luft i økonomien. Men i de her dage har mange af jer også fået årets første løn udbetalt. Og mange af jer vil kunne se, at I får lidt mere udbetalt sammenlignet med tidligere. Det gør I blandt andet fordi, vi har hævet beskæftigelsesfradraget og indført et nyt beskæftigelsesfradrag til seniorer. Det kommer oven i, at vi sidste år forhøjede det ekstra beskæftigelsesfradrag til enlige forsørgere. Det giver alt sammen flere penge mellem hænderne. Sidste år hævede vi ældrechecken, og 1. januar i år er folkepensionen steget med den største stigning i 16 år. Det betyder, at en enlig folkepensionist uden supplerende indkomst i 2026 vil få udbetalt samlet næsten 14.300 kr. mere om året efter skat sammenlignet med for to år siden. Og så kommer vi alle til at kunne se, at elafgiften næsten er forsvundet, næste gang vi får en elregning. Jeg glæder mig stadig over, at det tidligere lykkedes at give et markant lønløft til alle jer social- og sundhedshjælpere og -assistenter, pædagoger, sygeplejersker og fængselsbetjente. Jer, der passer på vores ældre. På vores børn og dem, der er mest syge. Jer, der møder ind i fængslet og arbejder med hårdkogte kriminelle. Aftalerne om fødevarecheck og -moms er blot to af flere vigtige greb, vi har taget, for at gøre op med presset fra de høje priser🙏🏼 Tak til de partier, som har bakket op om regeringens tiltag 🤝🏼 Det gør en forskel."
1001362667838562425,12346024,9663,2025-10-07,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/100044576643050/posts/1362667838562425,"I dag er en særlig dag ❤️�
Folketinget åbner. Med nye debatter, nye beslutninger og nye muligheder for at gøre vores dejlige land endnu bedre. 

Klokken 12 går jeg på talerstolen i Folketingssalen. Det glæder jeg mig til. 

Håber, I lytter med 😊"
51446010223561519,12346024,33459,2026-01-23,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/reel/762820306865302,I Nuuk i dag 🇬🇱❤️ Tak for den fine modtagelse 🙏🏼
51451194869709721,12346024,2669,2026-01-29,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1451194869709721,"Wow😊 Socialdemokratiet har vundet dagens skolevalg. Er så taknemmelig og stolt over vores unge socialdemokrater, der har ført en flot og ordentlig kampagne🌹 Tak til alle unge, der har afgivet jeres stemme og deltaget i debatten. Vores danske demokrati lever og er stærkt. Også i fremtiden❤️🇩🇰"
51451164483046093,12346024,4264,2026-01-29,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1451164483046093,"Alle fortjener et værdigt liv❤️ Også jer, der lever et skævt liv. I dag har vi landet en aftale, der handler om netop jer. Jer, der lever med afhængighed, fysiske og psykiske smerter. Jer, der bor på gaden. Nogle af vores allermest udsatte. I bliver alt for ofte mødt med regler, som kan være svære at leve op til. Nogle gange helt umulige. For jer må vi som samfund finde på andre måder at hjælpe jer. Indrette hjælpen, så den rent faktisk er netop dét: En hjælp. Lad mig komme med et konkret eksempel. I dag er det sådan, at når du som hjemløs har brug for hjælp på kommunen eller skal i behandling for dit stofmisbrug. Så skal du gøre det i din bopælskommune. Selv hvis det er i Jylland, men du opholder dig i København. Det problem gør vi op med nu. Vi etablerer flere steder i landet Gadens Huse og mobile udsatte-enheder, der samler hjælpen, der hvor behovet er. Vi ved det godt. Ikke alle kan lægge stofferne på hylden. Derfor opretter vi flere stofindtagelsesrum. Så der er mulighed for at indtage stofferne væk fra gaden. Under værdige forhold. Og så vil vi gøre det lettere for jer at få eftergivet jeres gæld. Gæld, som vi godt ved, at I aldrig har haft en reel chance for at betale. Vi skal kunne rumme de skæve liv. Det handler om værdighed❤️"
51447450186750856,12346024,12082,2026-01-25,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/reel/1940314633561770,"I dag er det søndag og jeg har lidt mere ro end jeg har haft længe. Også til lidt eftertanke. Det er en vild brydningstid vi lever i. Meget går den forkerte vej, men jeg er alligevel håbefuld. Jeg er så taknemmelig over danskernes massive opbakning til vores broderfolk i Grønland. Jeg er stolt af at stå side om side med Jens-Frederik Nielsen. En leder der har min dybeste respekt. Jeg nyder at se Europa rejse sig og stå stærkt og samlet når vi trues udefra. Tak for jeres mange hilsner❤️ I skal vide at mange andre også har knoklet i nærmest døgndrift. Embedsmænd i Grønland, Danmark og rundt på vores ambassader. Myndighedspersoner. Politiske kollegaer i begge lande. Send dem alle en varm tanke. De arbejder og kæmper for os allesammen🇬🇱🇩🇰"
1001362883358540873,12346024,2922,2025-10-07,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/100044576643050/posts/1362883358540873,"På skærmen ser vores børn og unge ting, de ikke skal se💔

Derfor foreslår vi i regeringen, at vi forbyder flere sociale medier til børn og unge under 15 år. Med mulighed for, at forældre kan give lov fra børnene er 13 år. For vi skal passe på vores børn ❤️"
1001360950228734186,12346024,18740,2025-10-05,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/100044576643050/posts/1360950228734186,Elsker efterår i Danmark🍂🍄 og er indrømmet også glad for at holde lidt fri og være udenfor i dag. Det har været nogle travle uger. God søndag til jer alle❤️
51382449789917563,12346024,7181,2025-10-30,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1382449789917563,"Man er ikke et dårligt menneske, fordi man ikke ønsker sit land grundlæggende forandret. Og hvis man vil opholde sig i Danmark, har man pligt til at acceptere vores grundlæggende danske værdier. Længere er den ikke. 

Siden jeg blev statsminister, har vi gennemført mere end 30 udlændingestramninger. Jeg tror egentlig, at mange af jer med udenlandsk baggrund, der holder af Danmark og selvfølgelig overholder samfundets regler, er enig i mange af stramningerne. 

For de er gennemført med det formål, at kriminelle udlændinge sendes ud af landet. Samtidig kommer der historisk få asylansøgere hertil. 

Og der er flere stramninger på vej. Vi vil øge straffene for personfarlig kriminalitet og vanvidskørsel. Sætte hårdere ind overfor løsladte terrordømte og radikaliserede. Fætter- og kusine-ægteskaber bliver ulovlige i Danmark. Vi indfører strammere regler for udlændinge uden lovligt ophold. Og så vil vi stoppe den voldsomme trafik af udenlandske studerende, der ikke er kommet for at studere, men nok nærmere for at arbejde i servicebranchen.

Det handler om at sikre, at vi også i fremtiden er et af verdens bedste lande at bo i❤️"
51393799992115876,12346024,2192,2025-11-12,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/reel/1611097246716145,"Har du fået stemt? 🗳️ Du kan nemlig få fast track til stemmeurnen ved at brevstemme. Det kan du til og med på fredag d. 14. november!

Det er faktisk ret nemt. Du skal bare tage dit ID med. Det kan være både pas, kørekort eller sygesikringskort (digitalt eller fysisk).

Og så kan du stemme alle steder i Danmark. Så er du på besøg hos kusinen i Korsør, på smuttur til Sønderborg eller til julemarked i Horsens, kan du sagtens stemme dér 😊"
51198091905020020,12346024,13021,2025-03-02,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1198091905020020,"Kære alle
En kort status fra London, inden jeg flyver hjem. Det har været en begivenhedsrig weekend. Jeg er glad for, at den slutter med stort europæisk sammenhold her i London. 

Danmark står stolt bag Ukraine og det ukrainske folk. Det kunne jeg endnu engang fortælle præsident Zelenskyy, som deltog på mødet i dag. 

Og dér står vi langt fra alene. 

Støtten til Ukraine består. Det er vi alle enige om. Derfor handler det nu om tre ting. 

Vi skal gøre Ukraine så stærkt som muligt: Levere våben. Styrke deres forsvarsindustri.

Samtidig med det skal vi svække Ruslands krigsøkonomi. Med flere og hårdere sanktioner.

Rusland er et stort land. Men Europas økonomi er væsentlig større. Det skal vi huske. Og det er nu, vi skal udnytte den styrke. 

Derfor er det tredje også, at vi skal bruge vores økonomiske styrke til at blive militært stærkere. 

Europa skal opruste. Vi ønsker ikke krig. Vi skal undgå den. Derfor skal vi kunne afskrække Rusland fra at angribe Europa igen. 

Nu går turen hjemad. Det europæiske sammenhold er stærkt. Det gør mig optimistisk. For vi har brug for det mere end nogensinde. 

Rigtig god søndag til jer alle."
51161392635356614,12346024,11943,2025-01-08,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1161392635356614,"Kære alle
En kort status efter en travl dag. Mødtes i morges med Grønlands landsstyreformand Múte B. Egede, har i løbet af dagen været i telefonisk kontakt med en række europæiske ledere, og så har vi selvfølgelig drøftet begivenhederne i regeringsledelsen. Derudover er vi godt i gang med at forberede det halvårlige Rigsmøde og Kontaktudvalgsmøde mellem Færøerne, Grønland og Danmark, som finder sted på fredag. 

Det er ikke alt, vi kan sige i offentligheden, men I kan være sikre på, at vi fra regeringens side gør alt, hvad vi kan, for at varetage Danmarks – og Rigsfællesskabets – interesser. Som jeg også sagde i går, så er USA Danmarks tætteste allierede, og vi har kun en interesse i et stærkt samarbejde. Det gør vi vores for at understøtte - også i disse dage. 

Jeg synes, det er helt naturligt, at USA er optaget af Arktis og Grønland. Det har de været gennem flere årtier, og i en stadig mere urolig verden bliver Nordatlanten kun vigtigere. Det kalder på mere – og ikke mindre – samarbejde mellem allierede, og det er også en af grundene til, at det f.eks. er blevet en større prioritet i NATO.

Så er der spørgsmålet om grønlandsk selvstændighed. Jeg forstår godt, at det er et udbredt ønske i Grønland. Og vil derfor gerne gentage, at det er en beslutning, der starter og slutter i Nuuk. Grønland er grønlændernes, og som Múte B. Egede har sagt, så er det grønlænderne selv, der skal definere deres fremtid. På intet tidspunkt kommer Danmark til at modarbejde den proces. 

Vi har nogle mørke kapitler i vores historie sammen, som vi fra dansk side må konfrontere. Og jeg vil gøre mit til, at alle tre lande og alle tre folk kan se sig selv – og oplever sig selv – som en ligeværdig del af et fællesskab. Og gerne et fællesskab, der udvikler og fornyer sig.

Dét er opgaven nu. Og så skal vi holde fast i alliancen og partnerskabet med USA, i NATO og i EU."
51358619868967222,12346024,4202,2025-10-02,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1358619868967222,"Vi skal forsvare de værdier, vi tror på. Og gøre Europa så stærkt, at krig ikke er en mulighed. Med et frit og sikkert Ukraine i hjertet af den europæiske familie.

We must defend the values we believe in. And make Europe so strong that war against us is no longer an option. With a free and secure Ukraine at the heart of the European family."
51186415086187702,12346024,3714,2025-02-14,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1186415086187702,"I dag vejer tungere end andre dage. Det er ti år siden, Danmark blev ramt af terrorangrebet ved Krudttønden og synagogen. Nogle mørke dage, jeg aldrig kommer til at glemme. 

Seks betjente blev såret. Og to uskyldige danskere betalte den højeste pris. Begge i forsøget på at passe på andre. 

Finn Nørgaard og Dan Uzan.

I dag mindes vi dem og hylder dem. Deres mod den skæbnesvangre eftermiddag og nat var en heltedåd. Jeg har brugt min morgen sammen med deres familier på Marienborg. Selvom det er ti år siden, er savnet og sorgen der stadig ❤️

Danmark blev forandret, da terroren ramte. Og derfor vil dagen i dag altid være en påmindelse om, at der findes mørke kræfter, der vil Danmark det ondt. Vi ser, at antisemitismen vokser og forpester vores smukke land. 

Dagen i dag er også andet end det. I tiden der fulgte, viste vi som nation, at lyset er stærkere end mørket. 

Det er den styrke og det stærke fællesskab, vi danskere viste ofrene, de pårørende og hinanden i den svære tid, som står tilbage. De tusindvis af fakler, der lyste himlen op på Østerbro. De utallige smukke blomster, der fyldte fortovet foran synagogen og Krudttønden. Og de ekstra lange kram vi gav hinanden.

Vi stod fast. Insisterede på en fri og tryg hverdag. Det gør vi i dag. Det gør vi i fremtiden. Og de tragiske begivenheder i Tyskland i går bekræfter os i, at vi skal gøre endnu mere. Også i Danmark."
51180732560089288,12346024,11527,2025-02-05,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1180732560089288,"En stor tak 🙏🏼 Jeg er her til aften igen blevet valgt som folketingskandidat for Socialdemokratiet hjemme i min kreds i Aalborg. I år er det 25 år siden, at jeg blev valgt som kandidat første gang 🌹 Det gør mig stolt og helt utrolig taknemmelig. Både for den store tillid, jeg møder. Og for at få lov til at fortsætte det ærefulde erhverv, det er, at arbejde for vores vidunderlige land 🇩🇰"
51351966739632535,12346024,5665,2025-09-24,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1351966739632535,"I dag har været en særlig dag. 

Her i Grønland har jeg på vegne af Danmark sagt undskyld i spiralsagen.

Der findes et grønlandsk ordsprog – hvis man fortier et spøgelse, vokser det sig større. I alt for mange år lukkede vi øjnene. Det gør vi ikke længere.
Mange har levet med fysiske og psykiske gener. Og nogle af jer mistede helt evnen til at få børn. Jeg kan nærmest ikke forestille mig noget mere ulykkeligt. 
Det, I var udsat for, var en uret. Det var systematisk forskelsbehandling. Fordi I var grønlændere. 

Kære kvinder. Kære familier. Kære Grønland. I dag er der kun en rigtig ting at sige til jer. Undskyld.
 
***

Ullumikkut ulloq immikkuullarissuuvoq.
 
Maani Kalaallit Nunaanni, Danmark sinnerlugu spiralilersuisimaneq pillugu utoqqatserpunga. 
 
Kalaallisut oqariartaaseqartoqarpoq – aliortugaq nipangiusimaannaraanni alliartuinnartarpoq, ukiuni amerlavallaani pisut isiginngitsuusaarsimavagut. Isiginngitsuusaarunnaarpugut.
 
Amerlavusi timikkut tarnikkullu ajoquserneqarlusi inuusut. Ilaqarpusilu qitornartaarsinnaajunnaavissimasunik. Taama alianartigisumik allamik takorluuisinnaanngingajappunga.
 
Taamatut pineqarnersi eqqunngitsuliorneruvoq. Aaqqissuussaanikkut immikkoortitsineruvoq. Kalaaliugassi. 
 
Asasakka arnat. Asasakka ilaqutariit. Asasara Kalaallit Nunaat. Ullumikkut oqaatigisassaq eqqortoq ataasiinnaavoq. Utoqqatserpunga."
51373549990807543,12346024,8969,2025-10-19,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1373549990807543,Nordjylland❤️
51274240624071814,12346024,11311,2025-06-15,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1274240624071814,"Frankrig, Grønland og Danmark er enige om respekten for staters suverænitet. Territoriel integritet. Og ethvert lands ret til selv at bestemme sin fremtid 🇫🇷🇬🇱🇩🇰
 
I en tid med uro og usikkerhed er det vigtigere end nogensinde, at vi står vagt om vores grundlæggende værdier.

📷 Mads Claus Rasmussen/Ritzau Scanpix"
51321053976057145,12346024,9539,2025-08-16,Denmark,Mette Frederiksen,https://www.facebook.com/mettefrederiksen.dk,https://www.facebook.com/733100558185826/posts/1321053976057145,"København malet i regnbuens farver ❤️💛💚💙💜 
Vi fejrer kærligheden. Retten til at elske den, man elsker. Og være den, man er. Altid en stor glæde for mig at være med 🙏🏼"
